Repeat,Metric,Comparison,Difference
806,MAE difference (pp),Seasonal median minus Zero growth,-0.09574140381677232
807,Precision difference (pp),Ridge minus Size-only Ridge,0.24260430461728322
807,Precision difference (pp),MLP minus Ridge,-0.07866489673754307
807,MAE difference (pp),MLP minus Zero growth,0.053080984218082605
807,MAE difference (pp),MLP minus Ridge,0.021397573091050948
807,MAE difference (pp),Seasonal median minus Zero growth,-0.09864520230434692
808,Precision difference (pp),Ridge minus Size-only Ridge,3.039877885262643
808,Precision difference (pp),MLP minus Ridge,-0.6851164119129172
808,MAE difference (pp),MLP minus Zero growth,0.03300657856305156
808,MAE difference (pp),MLP minus Ridge,-0.024038728743120963
808,MAE difference (pp),Seasonal median minus Zero growth,-0.09550448906941567
809,Precision difference (pp),Ridge minus Size-only Ridge,3.006088620483738
809,Precision difference (pp),MLP minus Ridge,0.6244670516586864
809,MAE difference (pp),MLP minus Zero growth,0.008938057521979736
809,MAE difference (pp),MLP minus Ridge,-0.03906324681201445
809,MAE difference (pp),Seasonal median minus Zero growth,-0.09975468896211437
810,Precision difference (pp),Ridge minus Size-only Ridge,4.796858896679746
810,Precision difference (pp),MLP minus Ridge,0.33302377666210026
810,MAE difference (pp),MLP minus Zero growth,0.04650558176345587
810,MAE difference (pp),MLP minus Ridge,0.006835238799816512
810,MAE difference (pp),Seasonal median minus Zero growth,-0.10208590720630362
811,Precision difference (pp),Ridge minus Size-only Ridge,4.448332808906722
811,Precision difference (pp),MLP minus Ridge,-1.6344980637876731
811,MAE difference (pp),MLP minus Zero growth,0.024582985057657325
811,MAE difference (pp),MLP minus Ridge,-0.02391471312190152
811,MAE difference (pp),Seasonal median minus Zero growth,-0.10056458237988775
812,Precision difference (pp),Ridge minus Size-only Ridge,3.4664720444718187
812,Precision difference (pp),MLP minus Ridge,-1.7965640776039848
812,MAE difference (pp),MLP minus Zero growth,0.017869459546419275
812,MAE difference (pp),MLP minus Ridge,-0.028089663592115954
812,MAE difference (pp),Seasonal median minus Zero growth,-0.10084458894501402
813,Precision difference (pp),Ridge minus Size-only Ridge,1.8241529421549303
813,Precision difference (pp),MLP minus Ridge,0.5222362731449604
813,MAE difference (pp),MLP minus Zero growth,0.019582779363999325
813,MAE difference (pp),MLP minus Ridge,-0.026947780613825856
813,MAE difference (pp),Seasonal median minus Zero growth,-0.09884975297448761
814,Precision difference (pp),Ridge minus Size-only Ridge,5.131868246474372
814,Precision difference (pp),MLP minus Ridge,-0.9532410488334975
814,MAE difference (pp),MLP minus Zero growth,0.04226970914382999
814,MAE difference (pp),MLP minus Ridge,0.011199336139423366
814,MAE difference (pp),Seasonal median minus Zero growth,-0.11241430683250186
815,Precision difference (pp),Ridge minus Size-only Ridge,4.210837692425551
815,Precision difference (pp),MLP minus Ridge,-1.8538907045938857
815,MAE difference (pp),MLP minus Zero growth,0.03557057884791126
815,MAE difference (pp),MLP minus Ridge,-0.017627519295643435
815,MAE difference (pp),Seasonal median minus Zero growth,-0.0924194178151021
816,Precision difference (pp),Ridge minus Size-only Ridge,3.2700633853820853
816,Precision difference (pp),MLP minus Ridge,1.0254638790812676
816,MAE difference (pp),MLP minus Zero growth,0.052263743580011734
816,MAE difference (pp),MLP minus Ridge,-0.0024756037701423317
816,MAE difference (pp),Seasonal median minus Zero growth,-0.09491819281333314
817,Precision difference (pp),Ridge minus Size-only Ridge,4.626475569939842
817,Precision difference (pp),MLP minus Ridge,1.0882855090739914
817,MAE difference (pp),MLP minus Zero growth,0.03663489227390082
817,MAE difference (pp),MLP minus Ridge,-0.007207387470324456
817,MAE difference (pp),Seasonal median minus Zero growth,-0.10192567839744804
818,Precision difference (pp),Ridge minus Size-only Ridge,4.679651033653909
818,Precision difference (pp),MLP minus Ridge,-0.05873990168587806
818,MAE difference (pp),MLP minus Zero growth,0.020193176751140296
818,MAE difference (pp),MLP minus Ridge,-0.00566805720995589
818,MAE difference (pp),Seasonal median minus Zero growth,-0.0997732582074593
819,Precision difference (pp),Ridge minus Size-only Ridge,0.24471576314655796
819,Precision difference (pp),MLP minus Ridge,1.5092383578037882
819,MAE difference (pp),MLP minus Zero growth,0.017935817741138393
819,MAE difference (pp),MLP minus Ridge,-0.017513485050701938
819,MAE difference (pp),Seasonal median minus Zero growth,-0.0989689073532336
820,Precision difference (pp),Ridge minus Size-only Ridge,3.900610549093686
820,Precision difference (pp),MLP minus Ridge,0.01792927918631282
820,MAE difference (pp),MLP minus Zero growth,0.03087659373683227
820,MAE difference (pp),MLP minus Ridge,-0.030188124965751406
820,MAE difference (pp),Seasonal median minus Zero growth,-0.09623245227371013
821,Precision difference (pp),Ridge minus Size-only Ridge,2.6576342167450724
821,Precision difference (pp),MLP minus Ridge,1.9248489600363987
821,MAE difference (pp),MLP minus Zero growth,0.01980724187310834
821,MAE difference (pp),MLP minus Ridge,-0.017952730696247254
821,MAE difference (pp),Seasonal median minus Zero growth,-0.10093757611207588
822,Precision difference (pp),Ridge minus Size-only Ridge,4.292033210450782
822,Precision difference (pp),MLP minus Ridge,2.0872862262064946
822,MAE difference (pp),MLP minus Zero growth,0.007206756939448944
822,MAE difference (pp),MLP minus Ridge,-0.010513367967153187
822,MAE difference (pp),Seasonal median minus Zero growth,-0.1164583092939071
823,Precision difference (pp),Ridge minus Size-only Ridge,4.526096404481944
823,Precision difference (pp),MLP minus Ridge,-0.06718984298750841
823,MAE difference (pp),MLP minus Zero growth,0.042552861076122106
823,MAE difference (pp),MLP minus Ridge,0.012259550476518832
823,MAE difference (pp),Seasonal median minus Zero growth,-0.10611733199827844
824,Precision difference (pp),Ridge minus Size-only Ridge,2.554077194130697
824,Precision difference (pp),MLP minus Ridge,-0.7034143197487713
824,MAE difference (pp),MLP minus Zero growth,0.04433032163715689
824,MAE difference (pp),MLP minus Ridge,-0.008725064400110227
824,MAE difference (pp),Seasonal median minus Zero growth,-0.10215089253115917
825,Precision difference (pp),Ridge minus Size-only Ridge,2.9399305253732604
825,Precision difference (pp),MLP minus Ridge,0.3471697280608449
825,MAE difference (pp),MLP minus Zero growth,0.00576934780792504
825,MAE difference (pp),MLP minus Ridge,-0.016282063587687023
825,MAE difference (pp),Seasonal median minus Zero growth,-0.09567283212049293
826,Precision difference (pp),Ridge minus Size-only Ridge,2.4058766032113654
826,Precision difference (pp),MLP minus Ridge,0.06089938792178118
826,MAE difference (pp),MLP minus Zero growth,0.05736966364987861
826,MAE difference (pp),MLP minus Ridge,0.006951249072461252
826,MAE difference (pp),Seasonal median minus Zero growth,-0.10052306784933718
827,Precision difference (pp),Ridge minus Size-only Ridge,3.167378166247134
827,Precision difference (pp),MLP minus Ridge,0.2386533588020684
827,MAE difference (pp),MLP minus Zero growth,0.04303626242910097
827,MAE difference (pp),MLP minus Ridge,0.012397934635577812
827,MAE difference (pp),Seasonal median minus Zero growth,-0.10478531476684738
828,Precision difference (pp),Ridge minus Size-only Ridge,1.8084325561591286
828,Precision difference (pp),MLP minus Ridge,0.5609238461495858
828,MAE difference (pp),MLP minus Zero growth,0.026078836692625007
828,MAE difference (pp),MLP minus Ridge,-0.01931606211625292
828,MAE difference (pp),Seasonal median minus Zero growth,-0.09989110898903109
829,Precision difference (pp),Ridge minus Size-only Ridge,3.565074619031197
829,Precision difference (pp),MLP minus Ridge,0.7367948169542116
829,MAE difference (pp),MLP minus Zero growth,-0.003133617388590526
829,MAE difference (pp),MLP minus Ridge,-0.0375609349334356
829,MAE difference (pp),Seasonal median minus Zero growth,-0.0949117511094455
830,Precision difference (pp),Ridge minus Size-only Ridge,2.5905530905853347
830,Precision difference (pp),MLP minus Ridge,0.9197249156383203
830,MAE difference (pp),MLP minus Zero growth,-0.0019970309196359892
830,MAE difference (pp),MLP minus Ridge,-0.024305999697942227
830,MAE difference (pp),Seasonal median minus Zero growth,-0.10617610414487366
831,Precision difference (pp),Ridge minus Size-only Ridge,3.5011406651702828
831,Precision difference (pp),MLP minus Ridge,-1.5209867359501916
831,MAE difference (pp),MLP minus Zero growth,0.024133425090378857
831,MAE difference (pp),MLP minus Ridge,-0.026690094412835652
831,MAE difference (pp),Seasonal median minus Zero growth,-0.10515895767923045
832,Precision difference (pp),Ridge minus Size-only Ridge,3.4169880959502326
832,Precision difference (pp),MLP minus Ridge,1.8776764466725298
832,MAE difference (pp),MLP minus Zero growth,0.017543858718247485
832,MAE difference (pp),MLP minus Ridge,-0.03502955570700905
832,MAE difference (pp),Seasonal median minus Zero growth,-0.09987916333040436
833,Precision difference (pp),Ridge minus Size-only Ridge,3.0460891117217725
833,Precision difference (pp),MLP minus Ridge,0.6301768402765806
833,MAE difference (pp),MLP minus Zero growth,0.01570679672600761
833,MAE difference (pp),MLP minus Ridge,-0.025313957369723195
833,MAE difference (pp),Seasonal median minus Zero growth,-0.10586882507729989
834,Precision difference (pp),Ridge minus Size-only Ridge,3.713959561391522
834,Precision difference (pp),MLP minus Ridge,-0.862922964464885
834,MAE difference (pp),MLP minus Zero growth,0.020300615624160745
834,MAE difference (pp),MLP minus Ridge,-0.010426270734303689
834,MAE difference (pp),Seasonal median minus Zero growth,-0.10326754264579385
835,Precision difference (pp),Ridge minus Size-only Ridge,2.598197804671476
835,Precision difference (pp),MLP minus Ridge,0.22190596541512286
835,MAE difference (pp),MLP minus Zero growth,0.027118603334238323
835,MAE difference (pp),MLP minus Ridge,-0.007871089613398219
835,MAE difference (pp),Seasonal median minus Zero growth,-0.10285449702865934
836,Precision difference (pp),Ridge minus Size-only Ridge,2.464311288333179
836,Precision difference (pp),MLP minus Ridge,0.6086512035982067
836,MAE difference (pp),MLP minus Zero growth,0.015491993144170824
836,MAE difference (pp),MLP minus Ridge,-0.0077950922053213745
836,MAE difference (pp),Seasonal median minus Zero growth,-0.10798818704803548
837,Precision difference (pp),Ridge minus Size-only Ridge,3.208808151448497
837,Precision difference (pp),MLP minus Ridge,-0.6632896216370532
837,MAE difference (pp),MLP minus Zero growth,0.022956326243586123
837,MAE difference (pp),MLP minus Ridge,-0.025131239359701407
837,MAE difference (pp),Seasonal median minus Zero growth,-0.0950730845122183
838,Precision difference (pp),Ridge minus Size-only Ridge,5.955281264749638
838,Precision difference (pp),MLP minus Ridge,-0.6024754244569774
838,MAE difference (pp),MLP minus Zero growth,0.0013453369848375196
838,MAE difference (pp),MLP minus Ridge,-0.04311266181765383
838,MAE difference (pp),Seasonal median minus Zero growth,-0.09042548349082002
839,Precision difference (pp),Ridge minus Size-only Ridge,3.0141710971671287
839,Precision difference (pp),MLP minus Ridge,-0.9645815315389994
839,MAE difference (pp),MLP minus Zero growth,0.04468123899879339
839,MAE difference (pp),MLP minus Ridge,-0.014710452848326394
839,MAE difference (pp),Seasonal median minus Zero growth,-0.10243632590948604
840,Precision difference (pp),Ridge minus Size-only Ridge,0.9252112708388383
840,Precision difference (pp),MLP minus Ridge,1.7353867494632498
840,MAE difference (pp),MLP minus Zero growth,0.007048095976032176
840,MAE difference (pp),MLP minus Ridge,-0.03187178036096405
840,MAE difference (pp),Seasonal median minus Zero growth,-0.09440289931720613
841,Precision difference (pp),Ridge minus Size-only Ridge,3.949539510670408
841,Precision difference (pp),MLP minus Ridge,0.9327040159300443
841,MAE difference (pp),MLP minus Zero growth,0.02281981945217204
841,MAE difference (pp),MLP minus Ridge,-0.020987259738076247
841,MAE difference (pp),Seasonal median minus Zero growth,-0.09805942887775787
842,Precision difference (pp),Ridge minus Size-only Ridge,3.14310418196872
842,Precision difference (pp),MLP minus Ridge,1.100429088969554
842,MAE difference (pp),MLP minus Zero growth,0.05596277495829671
842,MAE difference (pp),MLP minus Ridge,0.010974230025236231
842,MAE difference (pp),Seasonal median minus Zero growth,-0.10427523090412372
843,Precision difference (pp),Ridge minus Size-only Ridge,2.8784954561267337
843,Precision difference (pp),MLP minus Ridge,-0.46973262843608976
843,MAE difference (pp),MLP minus Zero growth,0.02475770104832442
843,MAE difference (pp),MLP minus Ridge,-0.02986975871150488
843,MAE difference (pp),Seasonal median minus Zero growth,-0.09146206839051985
844,Precision difference (pp),Ridge minus Size-only Ridge,1.5050197335002151
844,Precision difference (pp),MLP minus Ridge,2.455124099924935
844,MAE difference (pp),MLP minus Zero growth,0.0377721647777669
844,MAE difference (pp),MLP minus Ridge,-0.017243236152061137
844,MAE difference (pp),Seasonal median minus Zero growth,-0.09526646551114037
845,Precision difference (pp),Ridge minus Size-only Ridge,2.48899320859578
845,Precision difference (pp),MLP minus Ridge,0.3977754389564825
845,MAE difference (pp),MLP minus Zero growth,0.05808814777500926
845,MAE difference (pp),MLP minus Ridge,0.002930205176567391
845,MAE difference (pp),Seasonal median minus Zero growth,-0.10171023959090109
846,Precision difference (pp),Ridge minus Size-only Ridge,4.57288846443625
846,Precision difference (pp),MLP minus Ridge,-0.7048933616024988
846,MAE difference (pp),MLP minus Zero growth,0.06088975372549488
846,MAE difference (pp),MLP minus Ridge,-0.0006665348097030233
846,MAE difference (pp),Seasonal median minus Zero growth,-0.09515290178102553
847,Precision difference (pp),Ridge minus Size-only Ridge,2.50653175342665
847,Precision difference (pp),MLP minus Ridge,0.012251298126964016
847,MAE difference (pp),MLP minus Zero growth,0.03430640888555114
847,MAE difference (pp),MLP minus Ridge,-0.0003733952744418012
847,MAE difference (pp),Seasonal median minus Zero growth,-0.10460357173344681
848,Precision difference (pp),Ridge minus Size-only Ridge,4.350436341917479
848,Precision difference (pp),MLP minus Ridge,-1.3260201903296853
848,MAE difference (pp),MLP minus Zero growth,0.015222144381753733
848,MAE difference (pp),MLP minus Ridge,-0.041974609671711516
848,MAE difference (pp),Seasonal median minus Zero growth,-0.09063068554881237
849,Precision difference (pp),Ridge minus Size-only Ridge,3.1699022652213165
849,Precision difference (pp),MLP minus Ridge,-0.5756596830937349
849,MAE difference (pp),MLP minus Zero growth,0.01701994600086154
